homo,lumo,gap,single_bond,double_bond,triple_bond,aromatic_bond
-0.199,-0.089,0.11,52.0,2.0,0.0,34.0
-0.189,-0.09,0.099,52.0,2.0,0.0,34.0
-0.172,-0.111,0.061,52.0,2.0,0.0,34.0
-0.23,-0.065,0.165,52.0,2.0,0.0,34.0
-0.199,-0.089,0.11,52.0,2.0,0.0,34.0
-0.189,-0.089,0.1,52.0,2.0,0.0,34.0
-0.172,-0.11,0.062,52.0,2.0,0.0,34.0
-0.23,-0.064,0.166,52.0,2.0,0.0,34.0
-0.199,-0.088,0.111,52.0,2.0,0.0,34.0
-0.189,-0.09,0.099,52.0,2.0,0.0,34.0
-0.172,-0.111,0.061,52.0,2.0,0.0,34.0
-0.231,-0.065,0.166,52.0,2.0,0.0,34.0
-0.199,-0.089,0.11,52.0,2.0,0.0,34.0
-0.19,-0.09,0.1,52.0,2.0,0.0,34.0
-0.172,-0.111,0.061,52.0,2.0,0.0,34.0
-0.231,-0.066,0.165,52.0,2.0,0.0,34.0
-0.199,-0.089,0.11,52.0,2.0,0.0,34.0
-0.189,-0.09,0.099,52.0,2.0,0.0,34.0
-0.172,-0.111,0.061,52.0,2.0,0.0,34.0
-0.231,-0.065,0.166,52.0,2.0,0.0,34.0
-0.199,-0.089,0.11,52.0,2.0,0.0,34.0
-0.19,-0.089,0.101,52.0,2.0,0.0,34.0
-0.172,-0.111,0.061,52.0,2.0,0.0,34.0
-0.231,-0.065,0.166,52.0,2.0,0.0,34.0
-0.199,-0.089,0.11,52.0,2.0,0.0,34.0
-0.189,-0.089,0.1,52.0,2.0,0.0,34.0
-0.172,-0.11,0.062,52.0,2.0,0.0,34.0
-0.23,-0.064,0.166,52.0,2.0,0.0,34.0
-0.199,-0.088,0.111,52.0,2.0,0.0,34.0
-0.188,-0.089,0.099,52.0,2.0,0.0,34.0
-0.171,-0.11,0.061,52.0,2.0,0.0,34.0
-0.23,-0.064,0.166,52.0,2.0,0.0,34.0
-0.198,-0.088,0.11,52.0,2.0,0.0,34.0
-0.189,-0.089,0.1,52.0,2.0,0.0,34.0
-0.172,-0.11,0.062,52.0,2.0,0.0,34.0
-0.231,-0.065,0.166,52.0,2.0,0.0,34.0
-0.199,-0.088,0.111,52.0,2.0,0.0,34.0
-0.188,-0.088,0.1,52.0,2.0,0.0,34.0
-0.171,-0.11,0.061,52.0,2.0,0.0,34.0
-0.229,-0.064,0.165,52.0,2.0,0.0,34.0
-0.198,-0.088,0.11,52.0,2.0,0.0,34.0
-0.189,-0.09,0.099,52.0,2.0,0.0,34.0
-0.172,-0.111,0.061,52.0,2.0,0.0,34.0
-0.23,-0.065,0.165,52.0,2.0,0.0,34.0
-0.199,-0.089,0.11,52.0,2.0,0.0,34.0
-0.189,-0.09,0.099,52.0,2.0,0.0,34.0
-0.172,-0.11,0.062,52.0,2.0,0.0,34.0
-0.23,-0.065,0.165,52.0,2.0,0.0,34.0
-0.199,-0.089,0.11,52.0,2.0,0.0,34.0
-0.184,-0.087,0.097,52.0,2.0,0.0,34.0
-0.166,-0.108,0.058,52.0,2.0,0.0,34.0
-0.226,-0.062,0.164,52.0,2.0,0.0,34.0
-0.194,-0.086,0.108,52.0,2.0,0.0,34.0
-0.188,-0.089,0.099,52.0,2.0,0.0,34.0
-0.171,-0.11,0.061,52.0,2.0,0.0,34.0
-0.229,-0.064,0.165,52.0,2.0,0.0,34.0
-0.198,-0.088,0.11,52.0,2.0,0.0,34.0
-0.183,-0.087,0.096,52.0,2.0,0.0,34.0
-0.166,-0.108,0.058,52.0,2.0,0.0,34.0
-0.225,-0.062,0.163,52.0,2.0,0.0,34.0
-0.192,-0.086,0.106,52.0,2.0,0.0,34.0
-0.188,-0.089,0.099,52.0,2.0,0.0,34.0
-0.171,-0.11,0.061,52.0,2.0,0.0,34.0
-0.23,-0.064,0.166,52.0,2.0,0.0,34.0
-0.198,-0.088,0.11,52.0,2.0,0.0,34.0
-0.187,-0.099,0.088,17.0,0.0,0.0,25.0
-0.171,-0.12,0.051,17.0,0.0,0.0,25.0
-0.228,-0.072,0.156,17.0,0.0,0.0,25.0
-0.196,-0.098,0.098,17.0,0.0,0.0,25.0
-0.187,-0.099,0.088,17.0,0.0,0.0,25.0
-0.171,-0.12,0.051,17.0,0.0,0.0,25.0
-0.228,-0.072,0.156,17.0,0.0,0.0,25.0
-0.196,-0.098,0.098,17.0,0.0,0.0,25.0
-0.186,-0.099,0.087,17.0,0.0,0.0,25.0
-0.17,-0.12,0.05,17.0,0.0,0.0,25.0
-0.227,-0.073,0.154,17.0,0.0,0.0,25.0
-0.195,-0.098,0.097,17.0,0.0,0.0,25.0
-0.187,-0.099,0.088,17.0,0.0,0.0,25.0
-0.171,-0.12,0.051,17.0,0.0,0.0,25.0
-0.228,-0.072,0.156,17.0,0.0,0.0,25.0
-0.196,-0.098,0.098,17.0,0.0,0.0,25.0
-0.186,-0.099,0.087,17.0,0.0,0.0,25.0
-0.171,-0.12,0.051,17.0,0.0,0.0,25.0
-0.227,-0.073,0.154,17.0,0.0,0.0,25.0
-0.195,-0.098,0.097,17.0,0.0,0.0,25.0
-0.186,-0.099,0.087,17.0,0.0,0.0,25.0
-0.171,-0.12,0.051,17.0,0.0,0.0,25.0
-0.227,-0.073,0.154,17.0,0.0,0.0,25.0
-0.196,-0.098,0.098,17.0,0.0,0.0,25.0
-0.187,-0.099,0.088,17.0,0.0,0.0,25.0
-0.171,-0.12,0.051,17.0,0.0,0.0,25.0
-0.227,-0.073,0.154,17.0,0.0,0.0,25.0
-0.196,-0.098,0.098,17.0,0.0,0.0,25.0
-0.183,-0.1,0.083,17.0,0.0,0.0,25.0
-0.168,-0.121,0.047,17.0,0.0,0.0,25.0
-0.223,-0.074,0.149,17.0,0.0,0.0,25.0
-0.192,-0.098,0.094,17.0,0.0,0.0,25.0
-0.187,-0.099,0.088,17.0,0.0,0.0,25.0
-0.171,-0.12,0.051,17.0,0.0,0.0,25.0
-0.227,-0.072,0.155,17.0,0.0,0.0,25.0
-0.196,-0.098,0.098,17.0,0.0,0.0,25.0
-0.186,-0.099,0.087,17.0,0.0,0.0,25.0
-0.17,-0.12,0.05,17.0,0.0,0.0,25.0
-0.227,-0.073,0.154,17.0,0.0,0.0,25.0
-0.195,-0.098,0.097,17.0,0.0,0.0,25.0
-0.187,-0.099,0.088,17.0,0.0,0.0,25.0
-0.171,-0.12,0.051,17.0,0.0,0.0,25.0
-0.228,-0.072,0.156,17.0,0.0,0.0,25.0
-0.196,-0.098,0.098,17.0,0.0,0.0,25.0
-0.187,-0.099,0.088,17.0,0.0,0.0,25.0
-0.171,-0.12,0.051,17.0,0.0,0.0,25.0
-0.228,-0.073,0.155,17.0,0.0,0.0,25.0
-0.196,-0.098,0.098,17.0,0.0,0.0,25.0
-0.187,-0.099,0.088,17.0,0.0,0.0,25.0
-0.171,-0.12,0.051,17.0,0.0,0.0,25.0
-0.228,-0.072,0.156,17.0,0.0,0.0,25.0
-0.196,-0.098,0.098,17.0,0.0,0.0,25.0
-0.185,-0.099,0.086,17.0,0.0,0.0,25.0
-0.169,-0.12,0.049,17.0,0.0,0.0,25.0
-0.225,-0.073,0.152,17.0,0.0,0.0,25.0
-0.194,-0.098,0.096,17.0,0.0,0.0,25.0
-0.187,-0.099,0.088,17.0,0.0,0.0,25.0
-0.171,-0.12,0.051,17.0,0.0,0.0,25.0
-0.227,-0.072,0.155,17.0,0.0,0.0,25.0
-0.196,-0.098,0.098,17.0,0.0,0.0,25.0
-0.186,-0.106,0.08,22.0,0.0,0.0,30.0
-0.171,-0.125,0.046,22.0,0.0,0.0,30.0
-0.227,-0.083,0.144,22.0,0.0,0.0,30.0
-0.196,-0.105,0.091,22.0,0.0,0.0,30.0
-0.184,-0.107,0.077,22.0,0.0,0.0,30.0
-0.169,-0.126,0.043,22.0,0.0,0.0,30.0
-0.224,-0.084,0.14,22.0,0.0,0.0,30.0
-0.194,-0.106,0.088,22.0,0.0,0.0,30.0
-0.184,-0.106,0.078,22.0,0.0,0.0,30.0
-0.169,-0.126,0.043,22.0,0.0,0.0,30.0
-0.225,-0.084,0.141,22.0,0.0,0.0,30.0
-0.194,-0.106,0.088,22.0,0.0,0.0,30.0
-0.184,-0.106,0.078,22.0,0.0,0.0,30.0
-0.169,-0.126,0.043,22.0,0.0,0.0,30.0
-0.224,-0.084,0.14,22.0,0.0,0.0,30.0
-0.194,-0.106,0.088,22.0,0.0,0.0,30.0
-0.184,-0.106,0.078,22.0,0.0,0.0,30.0
-0.169,-0.126,0.043,22.0,0.0,0.0,30.0
-0.225,-0.084,0.141,22.0,0.0,0.0,30.0
-0.194,-0.106,0.088,22.0,0.0,0.0,30.0
-0.185,-0.106,0.079,22.0,0.0,0.0,30.0
-0.17,-0.126,0.044,22.0,0.0,0.0,30.0
-0.226,-0.083,0.143,22.0,0.0,0.0,30.0
-0.195,-0.106,0.089,22.0,0.0,0.0,30.0
-0.186,-0.106,0.08,22.0,0.0,0.0,30.0
-0.171,-0.125,0.046,22.0,0.0,0.0,30.0
-0.227,-0.083,0.144,22.0,0.0,0.0,30.0
-0.196,-0.105,0.091,22.0,0.0,0.0,30.0
-0.184,-0.106,0.078,22.0,0.0,0.0,30.0
-0.169,-0.126,0.043,22.0,0.0,0.0,30.0
-0.224,-0.084,0.14,22.0,0.0,0.0,30.0
-0.194,-0.106,0.088,22.0,0.0,0.0,30.0
-0.184,-0.106,0.078,22.0,0.0,0.0,30.0
-0.169,-0.126,0.043,22.0,0.0,0.0,30.0
-0.225,-0.084,0.141,22.0,0.0,0.0,30.0
-0.194,-0.106,0.088,22.0,0.0,0.0,30.0
-0.184,-0.106,0.078,22.0,0.0,0.0,30.0
-0.169,-0.126,0.043,22.0,0.0,0.0,30.0
-0.224,-0.084,0.14,22.0,0.0,0.0,30.0
-0.194,-0.106,0.088,22.0,0.0,0.0,30.0
-0.185,-0.106,0.079,22.0,0.0,0.0,30.0
-0.17,-0.126,0.044,22.0,0.0,0.0,30.0
-0.226,-0.084,0.142,22.0,0.0,0.0,30.0
-0.195,-0.106,0.089,22.0,0.0,0.0,30.0
-0.185,-0.106,0.079,22.0,0.0,0.0,30.0
-0.17,-0.126,0.044,22.0,0.0,0.0,30.0
-0.226,-0.084,0.142,22.0,0.0,0.0,30.0
-0.195,-0.106,0.089,22.0,0.0,0.0,30.0
-0.185,-0.106,0.079,22.0,0.0,0.0,30.0
-0.17,-0.126,0.044,22.0,0.0,0.0,30.0
-0.225,-0.084,0.141,22.0,0.0,0.0,30.0
-0.195,-0.106,0.089,22.0,0.0,0.0,30.0
-0.185,-0.106,0.079,22.0,0.0,0.0,30.0
-0.17,-0.126,0.044,22.0,0.0,0.0,30.0
-0.226,-0.083,0.143,22.0,0.0,0.0,30.0
-0.195,-0.106,0.089,22.0,0.0,0.0,30.0
-0.185,-0.106,0.079,22.0,0.0,0.0,30.0
-0.17,-0.126,0.044,22.0,0.0,0.0,30.0
-0.226,-0.084,0.142,22.0,0.0,0.0,30.0
-0.195,-0.106,0.089,22.0,0.0,0.0,30.0
-0.184,-0.106,0.078,22.0,0.0,0.0,30.0
-0.169,-0.126,0.043,22.0,0.0,0.0,30.0
-0.225,-0.084,0.141,22.0,0.0,0.0,30.0
-0.194,-0.106,0.088,22.0,0.0,0.0,30.0
-0.187,-0.111,0.076,38.0,6.0,0.0,25.0
-0.172,-0.13,0.042,38.0,6.0,0.0,25.0
-0.226,-0.088,0.138,38.0,6.0,0.0,25.0
-0.196,-0.11,0.086,38.0,6.0,0.0,25.0
-0.186,-0.111,0.075,38.0,6.0,0.0,25.0
-0.171,-0.13,0.041,38.0,6.0,0.0,25.0
-0.225,-0.089,0.136,38.0,6.0,0.0,25.0
-0.195,-0.11,0.085,38.0,6.0,0.0,25.0
-0.186,-0.111,0.075,38.0,6.0,0.0,25.0
-0.171,-0.13,0.041,38.0,6.0,0.0,25.0
-0.226,-0.088,0.138,38.0,6.0,0.0,25.0
-0.195,-0.11,0.085,38.0,6.0,0.0,25.0
-0.188,-0.11,0.078,38.0,6.0,0.0,25.0
-0.172,-0.13,0.042,38.0,6.0,0.0,25.0
-0.228,-0.088,0.14,38.0,6.0,0.0,25.0
-0.197,-0.11,0.087,38.0,6.0,0.0,25.0
-0.187,-0.111,0.076,38.0,6.0,0.0,25.0
-0.172,-0.13,0.042,38.0,6.0,0.0,25.0
-0.227,-0.088,0.139,38.0,6.0,0.0,25.0
-0.196,-0.11,0.086,38.0,6.0,0.0,25.0
-0.188,-0.111,0.077,38.0,6.0,0.0,25.0
-0.173,-0.131,0.042,38.0,6.0,0.0,25.0
-0.228,-0.089,0.139,38.0,6.0,0.0,25.0
-0.197,-0.111,0.086,38.0,6.0,0.0,25.0
-0.188,-0.111,0.077,38.0,6.0,0.0,25.0
-0.173,-0.13,0.043,38.0,6.0,0.0,25.0
-0.228,-0.088,0.14,38.0,6.0,0.0,25.0
-0.197,-0.11,0.087,38.0,6.0,0.0,25.0
-0.188,-0.11,0.078,38.0,6.0,0.0,25.0
-0.173,-0.13,0.043,38.0,6.0,0.0,25.0
-0.229,-0.087,0.142,38.0,6.0,0.0,25.0
-0.197,-0.11,0.087,38.0,6.0,0.0,25.0
-0.188,-0.111,0.077,38.0,6.0,0.0,25.0
-0.173,-0.13,0.043,38.0,6.0,0.0,25.0
-0.228,-0.088,0.14,38.0,6.0,0.0,25.0
-0.197,-0.11,0.087,38.0,6.0,0.0,25.0
-0.188,-0.111,0.077,38.0,6.0,0.0,25.0
-0.173,-0.13,0.043,38.0,6.0,0.0,25.0
-0.228,-0.088,0.14,38.0,6.0,0.0,25.0
-0.197,-0.11,0.087,38.0,6.0,0.0,25.0
-0.188,-0.111,0.077,38.0,6.0,0.0,25.0
-0.173,-0.13,0.043,38.0,6.0,0.0,25.0
-0.228,-0.089,0.139,38.0,6.0,0.0,25.0
-0.197,-0.11,0.087,38.0,6.0,0.0,25.0
-0.187,-0.111,0.076,38.0,6.0,0.0,25.0
-0.172,-0.13,0.042,38.0,6.0,0.0,25.0
-0.227,-0.088,0.139,38.0,6.0,0.0,25.0
-0.196,-0.11,0.086,38.0,6.0,0.0,25.0
-0.186,-0.111,0.075,38.0,6.0,0.0,25.0
-0.171,-0.13,0.041,38.0,6.0,0.0,25.0
-0.226,-0.088,0.138,38.0,6.0,0.0,25.0
-0.195,-0.11,0.085,38.0,6.0,0.0,25.0
-0.186,-0.111,0.075,38.0,6.0,0.0,25.0
-0.171,-0.13,0.041,38.0,6.0,0.0,25.0
-0.226,-0.088,0.138,38.0,6.0,0.0,25.0
-0.195,-0.11,0.085,38.0,6.0,0.0,25.0
-0.186,-0.11,0.076,38.0,6.0,0.0,25.0
-0.171,-0.129,0.042,38.0,6.0,0.0,25.0
-0.226,-0.088,0.138,38.0,6.0,0.0,25.0
-0.195,-0.11,0.085,38.0,6.0,0.0,25.0
-0.186,-0.111,0.075,38.0,6.0,0.0,25.0
-0.171,-0.13,0.041,38.0,6.0,0.0,25.0
-0.226,-0.088,0.138,38.0,6.0,0.0,25.0
-0.195,-0.11,0.085,38.0,6.0,0.0,25.0
-0.186,-0.111,0.075,38.0,6.0,0.0,25.0
-0.171,-0.13,0.041,38.0,6.0,0.0,25.0
-0.226,-0.088,0.138,38.0,6.0,0.0,25.0
-0.195,-0.11,0.085,38.0,6.0,0.0,25.0
-0.187,-0.11,0.077,38.0,6.0,0.0,25.0
-0.172,-0.13,0.042,38.0,6.0,0.0,25.0
-0.227,-0.088,0.139,38.0,6.0,0.0,25.0
-0.196,-0.11,0.086,38.0,6.0,0.0,25.0
-0.197,-0.115,0.082,45.0,2.0,2.0,35.0
-0.181,-0.134,0.047,45.0,2.0,2.0,35.0
-0.237,-0.093,0.144,45.0,2.0,2.0,35.0
-0.206,-0.115,0.091,45.0,2.0,2.0,35.0
-0.198,-0.114,0.084,45.0,2.0,2.0,35.0
-0.182,-0.133,0.049,45.0,2.0,2.0,35.0
-0.237,-0.091,0.146,45.0,2.0,2.0,35.0
-0.207,-0.114,0.093,45.0,2.0,2.0,35.0
-0.198,-0.116,0.082,45.0,2.0,2.0,35.0
-0.182,-0.134,0.048,45.0,2.0,2.0,35.0
-0.237,-0.093,0.144,45.0,2.0,2.0,35.0
-0.206,-0.115,0.091,45.0,2.0,2.0,35.0
-0.198,-0.116,0.082,45.0,2.0,2.0,35.0
-0.182,-0.134,0.048,45.0,2.0,2.0,35.0
-0.237,-0.093,0.144,45.0,2.0,2.0,35.0
-0.206,-0.115,0.091,45.0,2.0,2.0,35.0
-0.198,-0.115,0.083,45.0,2.0,2.0,35.0
-0.182,-0.134,0.048,45.0,2.0,2.0,35.0
-0.237,-0.093,0.144,45.0,2.0,2.0,35.0
-0.206,-0.114,0.092,45.0,2.0,2.0,35.0
-0.198,-0.115,0.083,45.0,2.0,2.0,35.0
-0.182,-0.134,0.048,45.0,2.0,2.0,35.0
-0.237,-0.093,0.144,45.0,2.0,2.0,35.0
-0.206,-0.115,0.091,45.0,2.0,2.0,35.0
-0.198,-0.115,0.083,45.0,2.0,2.0,35.0
-0.182,-0.134,0.048,45.0,2.0,2.0,35.0
-0.237,-0.093,0.144,45.0,2.0,2.0,35.0
-0.206,-0.115,0.091,45.0,2.0,2.0,35.0
-0.198,-0.115,0.083,45.0,2.0,2.0,35.0
-0.182,-0.134,0.048,45.0,2.0,2.0,35.0
-0.237,-0.093,0.144,45.0,2.0,2.0,35.0
-0.206,-0.115,0.091,45.0,2.0,2.0,35.0
-0.198,-0.115,0.083,45.0,2.0,2.0,35.0
-0.182,-0.133,0.049,45.0,2.0,2.0,35.0
-0.237,-0.092,0.145,45.0,2.0,2.0,35.0
-0.207,-0.114,0.093,45.0,2.0,2.0,35.0
-0.198,-0.116,0.082,45.0,2.0,2.0,35.0
-0.182,-0.134,0.048,45.0,2.0,2.0,35.0
-0.237,-0.093,0.144,45.0,2.0,2.0,35.0
-0.206,-0.115,0.091,45.0,2.0,2.0,35.0
-0.198,-0.116,0.082,45.0,2.0,2.0,35.0
-0.181,-0.135,0.046,45.0,2.0,2.0,35.0
-0.237,-0.093,0.144,45.0,2.0,2.0,35.0
-0.206,-0.115,0.091,45.0,2.0,2.0,35.0
-0.197,-0.115,0.082,45.0,2.0,2.0,35.0
-0.181,-0.134,0.047,45.0,2.0,2.0,35.0
-0.237,-0.092,0.145,45.0,2.0,2.0,35.0
-0.206,-0.114,0.092,45.0,2.0,2.0,35.0
-0.198,-0.115,0.083,45.0,2.0,2.0,35.0
-0.182,-0.134,0.048,45.0,2.0,2.0,35.0
-0.237,-0.093,0.144,45.0,2.0,2.0,35.0
-0.206,-0.115,0.091,45.0,2.0,2.0,35.0
-0.198,-0.115,0.083,45.0,2.0,2.0,35.0
-0.182,-0.134,0.048,45.0,2.0,2.0,35.0
-0.237,-0.093,0.144,45.0,2.0,2.0,35.0
-0.206,-0.114,0.092,45.0,2.0,2.0,35.0
-0.187,-0.105,0.082,31.0,0.0,0.0,39.0
-0.171,-0.125,0.046,31.0,0.0,0.0,39.0
-0.227,-0.082,0.145,31.0,0.0,0.0,39.0
-0.196,-0.105,0.091,31.0,0.0,0.0,39.0
-0.185,-0.106,0.079,31.0,0.0,0.0,39.0
-0.17,-0.126,0.044,31.0,0.0,0.0,39.0
-0.225,-0.083,0.142,31.0,0.0,0.0,39.0
-0.195,-0.106,0.089,31.0,0.0,0.0,39.0
-0.185,-0.106,0.079,31.0,0.0,0.0,39.0
-0.17,-0.126,0.044,31.0,0.0,0.0,39.0
-0.225,-0.083,0.142,31.0,0.0,0.0,39.0
-0.195,-0.106,0.089,31.0,0.0,0.0,39.0
-0.185,-0.106,0.079,31.0,0.0,0.0,39.0
-0.17,-0.126,0.044,31.0,0.0,0.0,39.0
-0.225,-0.083,0.142,31.0,0.0,0.0,39.0
-0.195,-0.106,0.089,31.0,0.0,0.0,39.0
-0.185,-0.106,0.079,31.0,0.0,0.0,39.0
-0.17,-0.126,0.044,31.0,0.0,0.0,39.0
-0.225,-0.083,0.142,31.0,0.0,0.0,39.0
-0.195,-0.106,0.089,31.0,0.0,0.0,39.0
-0.187,-0.106,0.081,31.0,0.0,0.0,39.0
-0.171,-0.125,0.046,31.0,0.0,0.0,39.0
-0.227,-0.082,0.145,31.0,0.0,0.0,39.0
-0.196,-0.105,0.091,31.0,0.0,0.0,39.0
-0.187,-0.106,0.081,31.0,0.0,0.0,39.0
-0.171,-0.125,0.046,31.0,0.0,0.0,39.0
-0.227,-0.082,0.145,31.0,0.0,0.0,39.0
-0.196,-0.105,0.091,31.0,0.0,0.0,39.0
-0.186,-0.106,0.08,31.0,0.0,0.0,39.0
-0.17,-0.126,0.044,31.0,0.0,0.0,39.0
-0.226,-0.083,0.143,31.0,0.0,0.0,39.0
-0.195,-0.106,0.089,31.0,0.0,0.0,39.0
-0.185,-0.106,0.079,31.0,0.0,0.0,39.0
-0.17,-0.126,0.044,31.0,0.0,0.0,39.0
-0.226,-0.083,0.143,31.0,0.0,0.0,39.0
-0.195,-0.106,0.089,31.0,0.0,0.0,39.0
-0.185,-0.106,0.079,31.0,0.0,0.0,39.0
-0.17,-0.126,0.044,31.0,0.0,0.0,39.0
-0.225,-0.083,0.142,31.0,0.0,0.0,39.0
-0.195,-0.106,0.089,31.0,0.0,0.0,39.0
-0.186,-0.106,0.08,31.0,0.0,0.0,39.0
-0.17,-0.126,0.044,31.0,0.0,0.0,39.0
-0.226,-0.083,0.143,31.0,0.0,0.0,39.0
-0.195,-0.106,0.089,31.0,0.0,0.0,39.0
-0.187,-0.105,0.082,31.0,0.0,0.0,39.0
-0.171,-0.125,0.046,31.0,0.0,0.0,39.0
-0.227,-0.083,0.144,31.0,0.0,0.0,39.0
-0.196,-0.105,0.091,31.0,0.0,0.0,39.0
-0.185,-0.106,0.079,31.0,0.0,0.0,39.0
-0.17,-0.126,0.044,31.0,0.0,0.0,39.0
-0.226,-0.083,0.143,31.0,0.0,0.0,39.0
-0.195,-0.106,0.089,31.0,0.0,0.0,39.0
-0.185,-0.106,0.079,31.0,0.0,0.0,39.0
-0.17,-0.126,0.044,31.0,0.0,0.0,39.0
-0.226,-0.083,0.143,31.0,0.0,0.0,39.0
-0.195,-0.106,0.089,31.0,0.0,0.0,39.0
-0.192,-0.099,0.093,45.0,0.0,2.0,33.0
-0.176,-0.118,0.058,45.0,0.0,2.0,33.0
-0.233,-0.076,0.157,45.0,0.0,2.0,33.0
-0.202,-0.098,0.104,45.0,0.0,2.0,33.0
-0.192,-0.099,0.093,45.0,0.0,2.0,33.0
-0.176,-0.118,0.058,45.0,0.0,2.0,33.0
-0.233,-0.076,0.157,45.0,0.0,2.0,33.0
-0.202,-0.098,0.104,45.0,0.0,2.0,33.0
-0.192,-0.099,0.093,45.0,0.0,2.0,33.0
-0.176,-0.118,0.058,45.0,0.0,2.0,33.0
-0.233,-0.076,0.157,45.0,0.0,2.0,33.0
-0.202,-0.098,0.104,45.0,0.0,2.0,33.0
-0.192,-0.099,0.093,45.0,0.0,2.0,33.0
-0.176,-0.118,0.058,45.0,0.0,2.0,33.0
-0.233,-0.076,0.157,45.0,0.0,2.0,33.0
-0.202,-0.098,0.104,45.0,0.0,2.0,33.0
-0.192,-0.099,0.093,45.0,0.0,2.0,33.0
-0.176,-0.118,0.058,45.0,0.0,2.0,33.0
-0.233,-0.076,0.157,45.0,0.0,2.0,33.0
-0.202,-0.098,0.104,45.0,0.0,2.0,33.0
-0.192,-0.099,0.093,45.0,0.0,2.0,33.0
-0.176,-0.118,0.058,45.0,0.0,2.0,33.0
-0.233,-0.076,0.157,45.0,0.0,2.0,33.0
-0.202,-0.098,0.104,45.0,0.0,2.0,33.0
-0.192,-0.099,0.093,45.0,0.0,2.0,33.0
-0.176,-0.118,0.058,45.0,0.0,2.0,33.0
-0.233,-0.076,0.157,45.0,0.0,2.0,33.0
-0.202,-0.098,0.104,45.0,0.0,2.0,33.0
-0.192,-0.099,0.093,45.0,0.0,2.0,33.0
-0.176,-0.118,0.058,45.0,0.0,2.0,33.0
-0.233,-0.076,0.157,45.0,0.0,2.0,33.0
-0.202,-0.098,0.104,45.0,0.0,2.0,33.0
-0.192,-0.099,0.093,45.0,0.0,2.0,33.0
-0.176,-0.118,0.058,45.0,0.0,2.0,33.0
-0.232,-0.076,0.156,45.0,0.0,2.0,33.0
-0.202,-0.098,0.104,45.0,0.0,2.0,33.0
-0.192,-0.099,0.093,45.0,0.0,2.0,33.0
-0.176,-0.118,0.058,45.0,0.0,2.0,33.0
-0.233,-0.076,0.157,45.0,0.0,2.0,33.0
-0.202,-0.098,0.104,45.0,0.0,2.0,33.0
-0.192,-0.099,0.093,45.0,0.0,2.0,33.0
-0.176,-0.118,0.058,45.0,0.0,2.0,33.0
-0.233,-0.076,0.157,45.0,0.0,2.0,33.0
-0.202,-0.098,0.104,45.0,0.0,2.0,33.0
-0.192,-0.099,0.093,45.0,0.0,2.0,33.0
-0.176,-0.118,0.058,45.0,0.0,2.0,33.0
-0.233,-0.076,0.157,45.0,0.0,2.0,33.0
-0.202,-0.098,0.104,45.0,0.0,2.0,33.0
-0.192,-0.099,0.093,45.0,0.0,2.0,33.0
-0.176,-0.118,0.058,45.0,0.0,2.0,33.0
-0.233,-0.076,0.157,45.0,0.0,2.0,33.0
-0.202,-0.098,0.104,45.0,0.0,2.0,33.0
-0.192,-0.099,0.093,45.0,0.0,2.0,33.0
-0.176,-0.118,0.058,45.0,0.0,2.0,33.0
-0.233,-0.076,0.157,45.0,0.0,2.0,33.0
-0.202,-0.098,0.104,45.0,0.0,2.0,33.0
-0.192,-0.098,0.094,45.0,0.0,2.0,33.0
-0.176,-0.118,0.058,45.0,0.0,2.0,33.0
-0.233,-0.076,0.157,45.0,0.0,2.0,33.0
-0.202,-0.098,0.104,45.0,0.0,2.0,33.0
-0.192,-0.099,0.093,45.0,0.0,2.0,33.0
-0.176,-0.118,0.058,45.0,0.0,2.0,33.0
-0.233,-0.076,0.157,45.0,0.0,2.0,33.0
-0.202,-0.098,0.104,45.0,0.0,2.0,33.0
-0.192,-0.099,0.093,45.0,0.0,2.0,33.0
-0.176,-0.118,0.058,45.0,0.0,2.0,33.0
-0.233,-0.076,0.157,45.0,0.0,2.0,33.0
-0.201,-0.098,0.103,45.0,0.0,2.0,33.0
-0.192,-0.099,0.093,45.0,0.0,2.0,33.0
-0.176,-0.118,0.058,45.0,0.0,2.0,33.0
-0.233,-0.076,0.157,45.0,0.0,2.0,33.0
-0.202,-0.098,0.104,45.0,0.0,2.0,33.0
-0.194,-0.103,0.091,27.0,0.0,0.0,36.0
-0.177,-0.126,0.051,27.0,0.0,0.0,36.0
-0.235,-0.077,0.158,27.0,0.0,0.0,36.0
-0.203,-0.102,0.101,27.0,0.0,0.0,36.0
-0.193,-0.104,0.089,27.0,0.0,0.0,36.0
-0.177,-0.126,0.051,27.0,0.0,0.0,36.0
-0.235,-0.078,0.157,27.0,0.0,0.0,36.0
-0.203,-0.102,0.101,27.0,0.0,0.0,36.0
-0.193,-0.104,0.089,27.0,0.0,0.0,36.0
-0.177,-0.127,0.05,27.0,0.0,0.0,36.0
-0.235,-0.078,0.157,27.0,0.0,0.0,36.0
-0.203,-0.102,0.101,27.0,0.0,0.0,36.0
-0.194,-0.104,0.09,27.0,0.0,0.0,36.0
-0.177,-0.126,0.051,27.0,0.0,0.0,36.0
-0.235,-0.078,0.157,27.0,0.0,0.0,36.0
-0.203,-0.102,0.101,27.0,0.0,0.0,36.0
-0.194,-0.104,0.09,27.0,0.0,0.0,36.0
-0.178,-0.127,0.051,27.0,0.0,0.0,36.0
-0.235,-0.078,0.157,27.0,0.0,0.0,36.0
-0.203,-0.103,0.1,27.0,0.0,0.0,36.0
